id,model,optimizer,loss,task,dataset,Ratio,Replace,Accuracy,F1 Prefix,F1 random,Recall Prefix,Recall random,Precision Prefix,Precision random,Train Loss 0,Train Loss 1,Train Loss 2,Train Loss 3,Train Loss 4,Train Loss 5,Train Loss 6,Train Loss 7,Train Loss 8,Train Loss 9,Train Loss 10,Train Loss 11,Train Loss 12,Train Loss 13,Train Loss 14,Val Loss 0,Val Loss 1,Val Loss 2,Val Loss 3,Val Loss 4,Val Loss 5,Val Loss 6,Val Loss 7,Val Loss 8,Val Loss 9,Val Loss 10,Val Loss 11,Val Loss 12,Val Loss 13,Val Loss 14,test Accuracy 0,test Accuracy 1,test Accuracy 2,test Accuracy 3,test Accuracy 4,test Accuracy 5,test Accuracy 6,test Accuracy 7,test Accuracy 8,test Accuracy 9,test Accuracy 10,test Accuracy 11,test Accuracy 12,test Accuracy 13,test Accuracy 14,train Accuracy 0,train Accuracy 1,train Accuracy 2,train Accuracy 3,train Accuracy 4,train Accuracy 5,train Accuracy 6,train Accuracy 7,train Accuracy 8,train Accuracy 9,train Accuracy 10,train Accuracy 11,train Accuracy 12,train Accuracy 13,train Accuracy 14
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.942,0.9410269445856635,0.9429414658140679,0.9485011529592621,0.9358066878203564,0.9336696090794452,0.950185873605948,0.6289180458254284,0.4269920693172349,0.3394717585957713,0.3029169006811248,0.28167103979322644,0.26464529785845015,0.24824714842769835,0.23254581650098166,0.21360406405395932,0.1968525885169705,0.18619410876184703,0.1733381491050952,0.16449854471617276,0.15401276197905342,0.14645862609975868,0.521037412583828,0.3737591442465782,0.31801623687148095,0.2983732745051384,0.283210131675005,0.2576724649220705,0.24644276700913906,0.2348667249083519,0.21820878103375435,0.19449866354465484,0.17828284475952386,0.19728192672133446,0.1768625059351325,0.15506576439365743,0.14846812557429076,0.7528819444444445,0.8423958333333333,0.8708680555555556,0.8818055555555555,0.8848263888888889,0.8992708333333334,0.9025347222222222,0.9097569444444444,0.9151388888888888,0.9271180555555556,0.9343402777777777,0.9236111111111112,0.9336111111111111,0.9447916666666667,0.9463888888888888,0.7515,0.835,0.86375,0.872875,0.87825,0.892875,0.898625,0.904,0.909375,0.921625,0.92925,0.919625,0.928875,0.939625,0.942
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.848,0.8571428571428571,0.8373212137414785,0.8017127799736495,0.9088798607080674,0.9208070617906684,0.7762081784386617,0.6549216568470001,0.527771322131157,0.47034950339131887,0.43757003931535615,0.40859806547562283,0.3859610264831119,0.36633817062609725,0.34713463662399185,0.33505563348531725,0.3264627548555533,0.32237532339162295,0.3190671605285671,0.3123823322355747,0.30914060374101004,0.30944873393409783,0.5926401627063751,0.49209479182958604,0.45292782098054885,0.4273239766061306,0.41265988707542417,0.39259529650211333,0.36772556766867637,0.3556855881214142,0.33987639382481577,0.34838871255517007,0.3319973856955767,0.3328300382941961,0.33028862170875073,0.33024718254804614,0.37330549240112304,0.684375,0.7726041666666666,0.7959722222222222,0.8085069444444445,0.8229166666666666,0.8340972222222223,0.8495138888888889,0.8537152777777778,0.8626388888888888,0.8603819444444445,0.8678472222222222,0.8701041666666667,0.8710763888888889,0.8670833333333333,0.8531944444444445,0.679625,0.76025,0.786125,0.79675,0.816125,0.832,0.84475,0.851375,0.862375,0.859625,0.866625,0.8685,0.86875,0.867375,0.847875
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.953,0.9521026553169863,0.9536228318366343,0.9592933947772657,0.9467513434294089,0.9450189155107188,0.9605947955390335,0.6162169622712665,0.4126762117445469,0.34568128503031204,0.3134071738107337,0.28682398912807305,0.2658401854046517,0.2418903944351607,0.22056218362516827,0.1988644120635258,0.17542062073118156,0.1566771093238559,0.14567098574712872,0.13870944896298978,0.1321902900054637,0.1291152359255486,0.4966917786002159,0.37492317616939547,0.3553516358137131,0.298992386162281,0.27485469363629816,0.2947048023343086,0.23715322650969028,0.2048083842545748,0.18519754838198424,0.17844683058559896,0.16081131111830474,0.13796707686036824,0.13712765663862228,0.12906916093081236,0.1215298880264163,0.7859027777777777,0.8419097222222223,0.8461458333333334,0.8761805555555555,0.8869791666666667,0.8723263888888889,0.9039930555555555,0.9203472222222222,0.9278125,0.9297916666666667,0.9347222222222222,0.9475347222222222,0.9459722222222222,0.9495138888888889,0.9529861111111111,0.779375,0.83825,0.850875,0.872875,0.885125,0.87,0.90725,0.918875,0.928625,0.933625,0.930375,0.947625,0.94525,0.949875,0.952875
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.931,0.927098384342572,0.93382615953261,0.9673793859649122,0.8998161764705882,0.8900378310214376,0.9705080545229244,0.615380858944522,0.4245652362538709,0.3610005030698246,0.33486266415980126,0.31457596292926204,0.29893088318407535,0.28262593041691514,0.2706672205941545,0.25698410438166724,0.24014279435078303,0.22652859362463157,0.2143412527317802,0.20119708685411347,0.19166097100824117,0.1798262839557396,0.48080860942602155,0.3785262770950794,0.35099367827177047,0.32496574983000753,0.3205170674622059,0.2850770740956068,0.2759126886725426,0.27431905634701254,0.2859622245654464,0.239711711704731,0.23188523411750794,0.21581950802356004,0.19675710014998912,0.18426473263651133,0.19394140442833305,0.7914236111111111,0.835625,0.8501041666666667,0.8626041666666666,0.8623263888888889,0.8821180555555556,0.8879513888888889,0.8913888888888889,0.8867361111111111,0.9052777777777777,0.9053125,0.9163194444444445,0.9255555555555556,0.9307638888888888,0.9281944444444444,0.794,0.839,0.848,0.854375,0.857625,0.880625,0.8835,0.89175,0.88625,0.9045,0.901625,0.917,0.92975,0.931875,0.930625
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.892,0.8843845846112816,0.8980119985884014,0.9383135257498585,0.854679802955665,0.8363177805800757,0.9459727385377943,0.6055796166923311,0.43397365147868794,0.3914249028762182,0.3709070025549995,0.3550836074683401,0.3378091553598642,0.3211894239650832,0.3063801949802372,0.2928202998886506,0.2816589807305071,0.2696704425331619,0.2574865871253941,0.2433861824621757,0.23129158715820974,0.2235628730389807,0.48580230891704557,0.446141961812973,0.3836127692461014,0.3795186364650726,0.3714042644202709,0.3312705118954182,0.32397072538733485,0.30941903859376907,0.2991551886498928,0.27234818167984487,0.2644478677213192,0.25646017998456955,0.24667227946221829,0.22797131933271886,0.2417690481990576,0.7968402777777778,0.8011111111111111,0.8367013888888889,0.8330208333333333,0.8421875,0.8604513888888888,0.8668402777777777,0.8740625,0.8744444444444445,0.8888541666666666,0.8920138888888889,0.8953819444444444,0.8966319444444445,0.9076041666666667,0.8983333333333333,0.782875,0.78525,0.824375,0.826125,0.826125,0.84675,0.85625,0.861,0.863375,0.877125,0.87875,0.88525,0.886125,0.897,0.891625
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.914,0.9127943984723106,0.9158993247391037,0.9215938303341902,0.9075425790754258,0.9041614123581336,0.9244114002478315,0.6274242538544866,0.46006357530752817,0.4092306332455741,0.3734070135984156,0.34413266632292006,0.32281501457095146,0.3050632612903913,0.28622565323279964,0.2710541892713971,0.2579725671062867,0.24384856577548716,0.23257493111822342,0.22495017563717232,0.2201568401998116,0.2138466922028197,0.5110901156067849,0.424272003620863,0.3979501160979271,0.3672066216170788,0.34435038968920706,0.3421366845071316,0.3129722526669502,0.29985383614897726,0.2877948179095984,0.26367037624120715,0.2471120332926512,0.23754322208464146,0.23839155554771424,0.2504676268622279,0.22305883079767228,0.7615972222222223,0.8029861111111111,0.8265972222222222,0.8431597222222222,0.8564930555555555,0.8576736111111111,0.8732291666666666,0.8793055555555556,0.8822569444444445,0.8962152777777778,0.9045486111111111,0.9108680555555555,0.9123611111111111,0.9071527777777778,0.9169444444444445,0.7565,0.792625,0.819125,0.83675,0.8535,0.8515,0.868,0.877,0.882375,0.896625,0.90125,0.909625,0.907625,0.905125,0.914375
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.904,0.9041945892280963,0.902795265676152,0.8900561935010994,0.9175838239058101,0.9187894073139975,0.8884758364312267,0.6355758213996887,0.47105668584505717,0.3943021737204658,0.3509454578657945,0.32449452007810276,0.30511391915380953,0.29023151811626224,0.27990438035792775,0.26870470931132634,0.26084793966677455,0.2505395557483037,0.2429189556174808,0.23234171465039252,0.22366699436886442,0.21712811595035925,0.5418330556154252,0.4380794024467468,0.3776139007508755,0.34596591532230375,0.32161051452159883,0.3143167857825756,0.30691827058792115,0.29377648010849955,0.2733954609930515,0.25943400159478186,0.2567915252968669,0.279133900180459,0.22774043895304202,0.2266133137047291,0.21178705859929323,0.75375,0.8076041666666667,0.8374652777777778,0.8536458333333333,0.8670138888888889,0.8682291666666667,0.8733333333333333,0.8776736111111111,0.8905555555555555,0.8929513888888889,0.89625,0.8893402777777778,0.9070138888888889,0.9111458333333333,0.9143402777777778,0.742625,0.797125,0.827375,0.8445,0.85575,0.854,0.86825,0.874625,0.885,0.882,0.890125,0.8875,0.898,0.903625,0.9035
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.928,0.9253074433656958,0.9302719033232628,0.950531914893617,0.9077830188679246,0.9013871374527113,0.9539033457249071,0.6219696244928572,0.4347139419780837,0.37442633342411785,0.338145767947038,0.3088331698295143,0.28832618853284253,0.26579157628946837,0.2493498378371199,0.22883649746163023,0.21294093515310022,0.19364979691803455,0.18179974038774768,0.17325854492270285,0.1692251573420233,0.16661057561635972,0.49511550456285475,0.3939707577228546,0.3457994869351387,0.31422356054186823,0.30375373378396037,0.27106130331754685,0.25602247431874275,0.2392732337862253,0.21345146648585797,0.26038730025291446,0.18335892662405967,0.17431590324267746,0.16419174522161484,0.15847478117793798,0.17902385614812374,0.7729861111111112,0.8247916666666667,0.8500694444444444,0.8653125,0.873125,0.8860416666666666,0.8937152777777778,0.9020833333333333,0.9143402777777778,0.8962152777777778,0.9272222222222222,0.9315972222222222,0.9338888888888889,0.9380555555555555,0.9272569444444444,0.76,0.820375,0.84475,0.858375,0.866375,0.876625,0.8885,0.896125,0.9095,0.898,0.92525,0.92925,0.932125,0.934125,0.927875
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.919,0.9155810317873893,0.9221528111484862,0.9469145782807868,0.8948472837491257,0.8862547288776796,0.9511771995043371,0.6686878544092179,0.5158077692654398,0.41840309278832544,0.36924002394080163,0.3341074890891711,0.3068226670473814,0.2822730684942669,0.2669206049086319,0.25073731627729207,0.23605414152559306,0.22149358773397074,0.21166585038519567,0.2053187050546209,0.20205827185263237,0.19688693965888684,0.5837877178192139,0.46046985626220704,0.3837410245835781,0.33862330108880995,0.3170156553387642,0.2877898743748665,0.2645981815457344,0.25281854964792727,0.2927541837096214,0.22431592956185342,0.21619625709950924,0.21831606224179267,0.2014925229921937,0.19273863855749368,0.19649779450148344,0.7100347222222222,0.7896875,0.8274305555555556,0.8508680555555556,0.8627430555555555,0.8791666666666667,0.8870486111111111,0.8961805555555555,0.8782986111111111,0.9095486111111111,0.9117708333333333,0.9079166666666667,0.9173958333333333,0.9217013888888889,0.9191319444444445,0.69175,0.781875,0.818875,0.841125,0.852625,0.867125,0.878375,0.88825,0.878125,0.906625,0.906,0.908625,0.91675,0.918875,0.919
0,euclidean,Adam,cross,ganea,50,0.5,0.3,0.9,0.8991150442477877,0.9013597033374537,0.9013941698352345,0.8991368680641184,0.8968474148802018,0.9035935563816605,0.6716080221202638,0.5265566871232457,0.42588421223892103,0.3820144821703434,0.3588080403705438,0.34039123616284794,0.3216435660090711,0.3116370877623558,0.3000176949799061,0.2881853624929984,0.28082599942468933,0.26843895613319346,0.25955255226956475,0.24895630717691447,0.23667748363481628,0.5955619448423386,0.45585632234811785,0.3939585769176483,0.361920847594738,0.3394680051505566,0.330572919100523,0.3071718493103981,0.298098870664835,0.296299584209919,0.284240875095129,0.2715912368893623,0.26260005958378313,0.24862645387649537,0.23260253004729747,0.22267642073333263,0.6860416666666667,0.7938541666666666,0.8205208333333334,0.8382638888888889,0.8498263888888888,0.8550694444444444,0.8675694444444444,0.8734027777777778,0.8758333333333334,0.8800694444444445,0.8841666666666667,0.8891666666666667,0.8954166666666666,0.9030902777777777,0.9077777777777778,0.68625,0.787125,0.814125,0.832625,0.8425,0.85025,0.85825,0.864,0.86775,0.871625,0.8805,0.885375,0.8835,0.895375,0.90025
